Product Id,Product Type,Product,Type,Market Size,Market,State,Budget Sales,Budget Profit,Cogs,Profit,Sales,Total Expenses,Date
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,160,60,88,70,200,42,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,330,100,181,107,363,75,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,110,10,52,-4,125,77,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,120,40,59,32,138,47,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,100,20,55,15,124,54,01/11/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,100,30,57,29,125,39,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,240,100,75,58,189,56,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,150,70,50,48,123,25,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,190,80,81,84,198,33,01/11/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,280,130,118,128,290,44,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,90,40,40,27,92,25,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,260,110,118,127,290,45,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,80,30,40,27,92,25,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,180,80,81,84,198,33,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,100,40,50,48,123,25,01/11/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,150,50,75,59,189,55,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,540,200,211,129,423,83,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,680,290,228,196,532,108,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,270,110,113,106,278,59,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,400,140,173,139,412,100,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,490,180,228,196,532,108,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,250,100,113,107,278,58,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,350,110,211,129,423,83,01/11/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,450,130,245,173,545,127,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,70,40,22,16,56,18,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,31,43,12,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,20,10,10,-3,23,16,01/11/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,30,10,15,8,39,16,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,60,20,29,5,64,30,01/11/10 0:00
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,60,0,33,-4,74,45,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,90,0,44,-8,106,70,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,110,0,82,-9,122,49,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,60,10,35,9,82,38,01/11/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,60,0,34,-3,76,45,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,160,80,54,51,132,27,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,100,50,33,27,81,21,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,140,40,69,38,150,43,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,180,40,82,38,184,64,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,160,60,78,62,197,57,01/11/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,200,70,102,89,245,54,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,70,30,32,29,80,19,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,80,40,36,30,88,22,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,460,170,181,107,363,75,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,150,40,55,16,124,53,01/11/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,130,50,59,33,138,46,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,110,40,46,32,114,36,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,120,10,52,-3,125,76,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,90,20,49,33,120,38,01/11/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,120,0,61,2,147,84,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,130,50,53,48,141,40,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,70,40,31,27,78,20,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,200,70,75,45,164,44,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,60,30,22,11,52,19,01/11/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,110,20,54,14,121,53,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,220,30,94,16,224,114,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,170,60,77,51,180,52,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,130,60,54,51,132,27,01/11/10 0:00
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,90,40,36,33,90,21,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,130,30,82,38,184,64,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,100,30,69,38,150,43,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,140,10,61,2,147,84,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,120,40,53,26,124,45,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,290,130,130,122,325,73,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,Florida,70,40,28,23,70,19,01/11/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,Florida,80,40,31,28,78,19,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,30,10,22,11,52,19,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,80,10,54,13,121,54,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,110,30,75,44,164,45,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,210,20,94,15,224,115,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,170,60,77,51,180,52,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,Florida,170,60,78,63,197,56,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,220,90,102,89,245,54,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,90,40,36,31,88,21,01/11/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,80,40,32,29,80,19,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,90,20,55,15,124,54,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,110,0,52,-8,120,76,01/11/10 0:00
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,350,120,181,108,363,74,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,400,300,75,324,454,55,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,40,20,15,8,39,16,01/11/10 0:00
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,32,43,11,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,50,0,33,-4,74,45,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,100,10,44,-8,106,70,01/11/10 0:00
7,Espresso,Regular Espresso,Regular,Small Market,East,New Hampshire,70,0,34,-3,76,45,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,East,New Hampshire,90,30,43,20,109,46,01/11/10 0:00
1,Coffee,Amaretto,Regular,Small Market,East,New Hampshire,100,40,46,30,113,37,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,New York,200,90,81,84,198,33,01/11/10 0:00
12,Tea,Earl Grey,Regular,Major Market,East,New York,290,130,118,127,290,45,01/11/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,New York,120,50,50,47,123,26,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,New York,420,140,245,204,576,127,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,East,New York,110,-120,225,-156,160,91,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,New York,50,-190,121,-202,61,142,01/11/10 0:00
7,Espresso,Regular Espresso,Regular,Major Market,East,New York,660,390,211,381,675,83,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,New York,560,230,249,236,623,138,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,South,Louisiana,130,60,47,44,115,24,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Louisiana,90,50,31,28,78,19,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Louisiana,210,80,101,85,231,45,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,South,Louisiana,170,40,82,38,184,64,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,South,Louisiana,110,10,61,1,147,85,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,South,Louisiana,100,30,53,49,141,39,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Louisiana,90,30,49,34,120,37,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,South,New Mexico,120,30,43,20,109,46,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,New Mexico,140,10,82,-8,122,48,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,South,New Mexico,30,10,15,9,39,15,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,South,New Mexico,50,10,29,5,64,30,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,South,New Mexico,50,-10,34,-4,76,46,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,South,New Mexico,80,0,44,-7,106,69,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,South,New Mexico,60,20,35,8,82,39,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,South,Oklahoma,230,90,88,71,200,41,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Oklahoma,100,40,36,30,88,22,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Oklahoma,110,20,54,13,121,54,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,South,Oklahoma,200,20,94,15,224,115,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,South,Oklahoma,180,60,102,89,245,54,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,South,Oklahoma,60,30,32,29,80,19,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Oklahoma,150,40,78,62,197,57,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,South,Texas,580,230,225,174,490,91,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,South,Texas,100,40,40,26,92,26,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,South,Texas,120,40,59,32,138,47,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,South,Texas,100,30,46,31,114,37,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Major Market,South,Texas,140,40,75,59,189,55,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,South,Texas,220,100,118,127,290,45,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,South,Texas,90,40,50,48,123,25,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Utah,100,30,46,30,113,37,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Utah,100,30,43,20,109,46,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,West,Utah,110,0,82,-8,122,48,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Utah,70,-10,44,-7,106,69,01/11/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Utah,50,10,35,9,82,38,01/11/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Utah,50,0,34,-3,76,45,01/11/10 0:00
1,Coffee,Amaretto,Regular,Small Market,West,Utah,170,50,69,39,150,42,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Utah,140,50,53,27,124,44,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Utah,210,60,82,38,184,64,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Utah,70,30,33,27,81,21,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Utah,220,90,101,85,231,45,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Utah,120,50,54,52,132,26,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,West,California,180,80,81,84,198,33,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,West,California,450,160,225,174,490,91,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,West,California,80,30,40,27,92,25,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,West,California,210,110,118,128,290,44,01/11/10 0:00
12,Tea,Earl Grey,Regular,Major Market,West,California,80,40,50,47,123,26,01/11/10 0:00
13,Tea,Green Tea,Regular,Major Market,West,California,130,40,75,59,189,55,01/11/10 0:00
1,Coffee,Amaretto,Regular,Major Market,West,California,130,-50,113,-56,116,59,01/11/10 0:00
2,Coffee,Columbian,Regular,Major Market,West,California,740,310,249,235,623,139,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,West,California,170,-130,173,-127,146,100,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Major Market,West,California,410,140,211,129,423,83,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,West,California,280,40,121,26,289,142,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,West,California,510,190,228,197,532,107,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Nevada,260,20,121,26,289,142,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Nevada,380,130,173,138,412,101,01/11/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,West,Nevada,250,100,113,107,278,58,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Nevada,380,140,228,196,532,108,01/11/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Nevada,300,80,211,128,423,84,01/11/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Nevada,0,-280,245,-340,32,127,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Nevada,80,10,33,-4,74,45,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Nevada,70,20,29,5,64,30,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Nevada,40,30,0,31,43,12,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Nevada,30,10,15,9,39,15,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Nevada,50,20,22,17,56,17,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Oregon,50,20,25,19,63,19,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Oregon,180,70,88,70,200,42,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Oregon,50,30,32,28,80,20,01/11/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Oregon,140,50,78,62,197,57,01/11/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Oregon,170,70,102,89,245,54,01/11/10 0:00
1,Coffee,Amaretto,Regular,Small Market,West,Oregon,140,10,52,-4,125,77,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Oregon,150,40,53,14,128,61,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Oregon,130,50,46,32,114,36,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Oregon,120,30,55,16,124,53,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Oregon,130,50,59,33,138,46,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Oregon,350,120,181,108,363,74,01/11/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Washington,300,120,130,122,325,73,01/11/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,West,Washington,100,40,47,44,115,24,01/11/10 0:00
11,Tea,Darjeeling,Regular,Small Market,West,Washington,100,50,53,49,141,39,01/11/10 0:00
12,Tea,Earl Grey,Regular,Small Market,West,Washington,80,30,49,34,120,37,01/11/10 0:00
13,Tea,Green Tea,Regular,Small Market,West,Washington,100,0,61,1,147,85,01/11/10 0:00
2,Coffee,Columbian,Regular,Small Market,West,Washington,180,70,63,50,156,43,01/11/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,260,40,94,16,224,114,01/11/10 0:00
4,Espresso,Caffe Latte,Regular,Small Market,West,Washington,50,20,22,11,52,19,01/11/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,West,Washington,110,20,54,13,121,54,01/11/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Washington,150,40,75,45,164,44,01/11/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,80,10,46,6,103,51,01/12/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,90,20,53,26,116,37,01/12/10 0:00
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,150,60,81,66,185,38,01/12/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,280,80,153,87,306,66,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,100,0,47,-6,112,71,01/12/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,110,30,54,29,127,44,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,170,90,54,53,133,26,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,210,80,67,47,168,54,01/12/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,200,90,86,88,210,36,01/12/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,290,130,123,134,302,45,01/12/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,90,30,43,29,99,27,01/12/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,110,50,54,53,133,26,01/12/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,130,40,67,47,168,54,01/12/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,280,130,123,133,302,46,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,90,30,43,29,99,27,01/12/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,190,80,86,88,210,36,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,730,320,247,216,576,113,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,640,240,250,157,501,94,01/12/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,300,130,127,122,312,63,01/12/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,520,190,224,194,534,116,01/12/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,410,120,250,156,501,95,01/12/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,540,170,294,216,654,144,01/12/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,530,200,247,216,576,113,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,290,120,127,123,312,62,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,70,40,23,17,58,18,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,32,43,11,01/12/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,20,10,10,-1,24,15,01/12/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,40,20,16,10,41,15,01/12/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,60,10,31,8,69,30,01/12/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,70,10,38,11,89,40,01/12/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,30,-10,20,-16,45,41,01/12/10 0:00
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,70,0,39,2,88,47,01/12/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,100,0,49,-5,118,74,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,140,20,92,16,160,52,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,150,70,50,48,123,25,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,90,50,31,27,77,19,01/12/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,130,40,63,36,139,40,01/12/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,150,40,68,26,153,59,01/12/10 0:00
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,180,70,88,72,221,61,01/12/10 0:00
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,260,90,134,121,320,65,01/12/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,60,30,29,25,73,19,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,70,30,33,29,82,20,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,390,140,153,87,306,66,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,130,40,46,6,103,51,01/12/10 0:00
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,120,40,54,29,127,44,01/12/10 0:00
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,90,20,41,24,101,36,01/12/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,110,10,47,-6,112,71,01/12/10 0:00
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,80,20,43,28,106,35,01/12/10 0:00
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,100,0,55,-3,131,79,01/12/10 0:00
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,90,30,41,30,107,36,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,70,30,34,30,85,21,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,220,80,80,50,176,46,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,70,30,24,13,56,19,01/12/10 0:00
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,140,30,65,22,145,58,01/12/10 0:00
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,240,30,105,20,250,125,01/12/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,190,70,83,57,195,55,01/12/10 0:00
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,120,50,50,47,123,26,01/12/10 0:00
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,80,40,33,28,82,21,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,110,20,68,27,153,58,01/12/10 0:00
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,100,40,63,36,139,40,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,120,10,55,-2,131,78,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,110,40,49,21,114,44,01/12/10 0:00
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,260,110,115,105,289,69,01/12/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,Florida,70,30,30,26,75,19,01/12/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,Florida,80,40,34,30,85,21,01/12/10 0:00
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,40,20,24,12,56,20,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,100,20,65,23,145,57,01/12/10 0:00
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,120,30,80,50,176,46,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,240,30,105,21,250,124,01/12/10 0:00
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,190,70,83,58,195,54,01/12/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,Florida,190,80,88,73,221,60,01/12/10 0:00
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,280,110,134,122,320,64,01/12/10 0:00
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,80,40,33,29,82,20,01/12/10 0:00
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,70,30,29,25,73,19,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,70,10,46,7,103,50,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,90,-10,47,-20,99,72,01/12/10 0:00
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,290,80,153,87,306,66,01/12/10 0:00
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,450,360,67,390,510,53,01/12/10 0:00
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,40,20,16,10,41,15,01/12/10 0:00
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,32,43,11,01/12/10 0:00
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,60,10,39,2,88,47,01/12/10 0:00
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,110,10,49,-4,118,73,01/12/10 0:00
