,carat,cut,color,clarity,depth,table,x,y,z,price
14908,0.72,Ideal,F,VS2,61.9,54,5.77,5.74,3.56,2568
14909,1.22,Ideal,H,VS1,62.6,56,6.83,6.87,4.29,8167
14910,0.51,Ideal,E,VVS1,62.3,53.7,5.1,5.12,3.19,2524
14911,0.4,Premium,E,VS1,61.5,58,4.73,4.76,2.92,800
14912,1.01,Fair,H,SI1,65.3,57,6.33,6.23,4.1,4256
14913,1.12,Very Good,G,SI2,63.4,57,6.51,6.47,4.12,3700
14914,1.2,Good,E,SI2,63.3,55,6.73,6.77,4.27,5544
14915,0.5,Ideal,D,VS2,61.7,53,5.14,5.16,3.18,1678
14916,0.35,Ideal,H,VVS1,62,53.9,4.5,4.53,2.8,743
14917,1.01,Very Good,E,SI2,59.5,59,6.54,6.58,3.9,4666
14918,1.34,Ideal,D,I1,61.7,55,7.12,7.08,4.38,6303
14919,0.75,Premium,E,SI1,61.1,59,5.86,5.83,3.57,2814
14920,1.21,Good,G,VS1,63.6,56,6.8,6.72,4.3,8741
14921,1,Premium,E,VVS2,61.6,59,6.46,6.42,3.97,9050
14922,0.71,Very Good,I,SI1,60.4,63,5.8,5.73,3.48,2028
14923,1.2,Premium,F,SI2,59.9,58,6.96,6.9,4.15,6055
14924,0.31,Premium,H,VS2,62.4,59,4.31,4.34,2.7,489
14925,0.54,Premium,G,VS2,62,58,5.21,5.18,3.22,1637
14926,0.91,Fair,J,SI1,66.3,56,5.92,5.99,3.95,2390
14927,1.02,Premium,D,I1,61.4,60,6.47,6.42,3.96,3838
14928,0.7,Premium,D,SI2,60.4,60,5.74,5.79,3.48,2573
14929,0.5,Ideal,E,SI1,62.8,57,5.05,5.08,3.18,1331
14930,1,Premium,D,SI2,61.6,58,6.45,6.37,3.95,4626
14931,0.71,Very Good,D,VS2,60.3,62,5.69,5.76,3.45,3131
14932,0.78,Ideal,E,SI1,61.6,56,5.94,6,3.68,3345
14933,1.2,Very Good,J,SI2,61.8,60,6.76,6.83,4.2,4580
14934,0.92,Premium,F,SI1,62,60,6.26,6.19,3.86,3910
14935,1.2,Ideal,I,VS1,62.1,57,6.84,6.8,4.23,6324
14936,0.3,Ideal,E,VS1,60.6,56,4.35,4.36,2.64,735
14937,0.51,Ideal,H,VS2,61.4,56,5.14,5.19,3.17,1375
14938,0.71,Premium,F,VS1,59,60,5.82,5.8,3.43,2839
14939,0.42,Premium,F,SI1,61.8,58,4.84,4.81,2.98,992
14940,0.7,Good,H,SI1,63.8,58,5.66,5.59,3.59,2176
14941,1.07,Premium,G,SI1,60.5,62,6.69,6.6,4.02,4949
14942,1.1,Ideal,G,VS1,61.5,57,6.62,6.65,4.08,6984
14943,0.52,Ideal,E,VS2,61.9,56,5.16,5.12,3.18,1815
14944,0.9,Very Good,E,SI1,62.9,57,6.11,6.17,3.86,3510
14945,0.43,Premium,F,VS2,61.3,59,4.84,4.81,2.96,968
14946,0.56,Ideal,E,VS1,61.2,56,5.3,5.34,3.26,2085
14947,1.5,Premium,H,VS1,59.9,60,7.44,7.39,4.44,11189
14948,0.33,Premium,H,VS1,61.5,58,4.39,4.46,2.72,579
14949,0.71,Very Good,E,SI1,63.2,57,5.72,5.67,3.6,2516
14950,1.01,Very Good,G,SI1,63.3,57,6.37,6.35,4.02,4185
14951,0.5,Ideal,E,SI1,63,56,5.13,5.06,3.21,1317
14952,0.9,Premium,D,SI1,62.6,58,6.15,6.11,3.84,4304
14953,0.31,Ideal,F,VS2,62.8,56,4.32,4.28,2.7,802
14954,0.34,Premium,I,VS2,62.1,57,4.48,4.44,2.77,612
14955,1.01,Premium,F,VS1,60.4,59,6.54,6.5,3.94,7409
14956,0.43,Ideal,G,VVS2,61.9,55,4.86,4.84,3,1129
14957,0.42,Ideal,D,SI1,61.9,55,4.79,4.84,2.98,756
14958,0.46,Ideal,G,SI1,62.2,53.4,4.95,4.98,3.09,934
14959,1.01,Premium,I,SI2,62.6,55,6.43,6.38,4.01,3818
14960,0.7,Premium,H,SI2,60.5,61,5.75,5.72,3.47,1808
14961,0.37,Premium,D,VS1,60.2,60,4.68,4.63,2.8,1030
14962,0.31,Ideal,F,VS2,62.1,57,4.36,4.34,2.7,802
14963,1.01,Good,E,SI2,58.5,61,6.51,6.55,3.82,4506
14964,0.34,Ideal,I,SI1,62.4,56,4.49,4.45,2.79,589
14965,0.35,Very Good,F,SI1,63.1,56,4.51,4.46,2.83,748
14966,0.7,Premium,E,VS2,62.6,56,5.71,5.66,3.56,2822
14967,1.1,Very Good,I,VS1,60.2,59,6.67,6.71,4.03,5082
14968,2.26,Very Good,H,SI2,63.2,58,8.38,8.26,5.26,13095
14969,0.51,Very Good,F,VVS2,62,55,5.11,5.14,3.17,2041
14970,0.42,Premium,E,SI1,60,61,4.88,4.85,2.92,953
14971,1.18,Premium,G,VVS2,61,58,6.84,6.79,4.16,8025
14972,0.31,Premium,H,VVS2,61.4,58,4.35,4.32,2.66,802
14973,0.41,Ideal,F,VS1,62.7,55,4.77,4.74,2.98,1076
14974,1.41,Premium,G,SI1,62.1,59,7.23,7.13,4.46,8572
14975,1.53,Premium,G,VS2,61.3,58,7.48,7.4,4.56,12228
14976,0.55,Ideal,D,VVS2,61.6,56,5.23,5.29,3.24,2720
14977,0.5,Very Good,H,VS2,62.9,58,5.08,5.1,3.2,1337
14978,1.26,Ideal,G,SI2,61.8,57,6.93,6.95,4.29,6362
14979,0.7,Fair,G,SI1,68.4,58,5.59,5.55,3.61,1915
14980,1.14,Very Good,G,VS2,63.2,56,6.67,6.63,4.2,6435
14981,0.7,Good,G,VS2,63.8,55,5.66,5.59,3.59,2496
14982,0.31,Premium,E,SI1,62.9,58,4.33,4.29,2.71,698
14983,0.9,Very Good,F,VS2,61.9,57,6.17,6.23,3.84,4678
14984,0.31,Ideal,H,VS2,62.2,55,4.35,4.39,2.72,489
14985,0.7,Good,F,VVS1,63.3,56,5.64,5.7,3.59,3310
14986,0.4,Very Good,H,SI1,62.6,57,4.66,4.7,2.93,666
14987,1.18,Ideal,E,VS1,62.4,54,6.79,6.74,4.22,9886
14988,0.41,Very Good,I,VVS2,61.3,60,4.77,4.82,2.94,811
14989,1.57,Very Good,J,VS2,62.6,60,7.34,7.41,4.62,7813
14990,0.41,Good,D,VS1,,62,4.8,4.84,2.9,986
14991,0.52,Premium,G,VVS2,61,58,5.21,5.15,3.16,1835
14992,0.71,Very Good,E,VS1,,60,5.65,5.71,3.53,3192
14993,0.7,Good,E,VS1,65.5,57,5.46,5.54,3.6,2657
14994,0.31,Ideal,D,SI1,62.7,56,4.32,4.36,2.72,571
14995,1.53,Ideal,G,SI2,62.5,57,7.39,7.32,4.6,9596
14996,0.71,Ideal,F,SI1,59.8,53,5.86,5.82,3.49,2838
14997,0.7,Very Good,J,VS2,58.2,60,5.86,5.9,3.42,1896
14998,0.27,Very Good,E,VS1,60.2,58,4.19,4.22,2.53,470
14999,0.59,Very Good,E,SI2,60.5,58,5.43,5.51,3.31,1325
15000,1.52,Very Good,D,SI2,60.6,62,7.37,7.42,4.48,9389
15001,0.43,Premium,E,SI2,61,60,4.94,4.87,2.99,903
15002,1.08,Ideal,H,VS1,62,55,6.56,6.6,4.08,6562
15003,0.56,Very Good,F,SI1,63.2,56,5.29,5.24,3.33,1441
15004,0.56,Ideal,H,VS2,61.7,54,5.31,5.33,3.28,1427
15005,1.07,Very Good,D,IF,60.9,58,6.57,6.67,4.03,18114
15006,0.9,Premium,H,SI2,62.1,59,6.13,6.04,3.78,3326
15007,1.1,Ideal,H,SI2,62,55,6.61,6.65,4.11,4733
15008,1.52,Premium,G,VVS1,60.4,59,7.48,7.38,4.49,16104
15009,2.11,Ideal,I,VS2,60.3,61,8.29,8.22,4.98,16512
15010,0.31,Very Good,E,VVS1,60.4,61,4.34,4.4,2.64,725
15011,0.33,Ideal,H,SI2,61.2,54,4.45,4.5,2.74,448
15012,0.38,Ideal,F,IF,60.7,57,4.69,4.73,2.86,1212
15013,0.71,Very Good,F,SI2,60.5,62,5.75,5.79,3.49,2138
15014,0.3,Good,D,SI1,63.3,59,4.22,4.25,2.68,552
15015,0.52,Ideal,D,VS2,61.3,56,5.15,5.2,3.17,1822
15016,0.27,Very Good,F,VS1,62.5,56,4.14,4.18,2.6,518
15017,0.41,Ideal,G,VVS2,61.8,56,4.74,4.78,2.94,1007
15018,1.51,Ideal,G,SI1,61.1,57,7.46,7.4,4.54,11465
15019,0.3,Ideal,G,VS1,59.9,56,4.37,4.41,2.63,605
15020,0.32,Ideal,F,VS1,61.9,56,4.35,4.4,2.71,702
15021,0.59,Ideal,D,VS1,62,56,5.35,5.39,3.33,2319
15022,1.08,Ideal,D,VS1,61.1,56,6.59,6.63,4.04,9545
15023,2.19,Premium,I,SI2,60.8,60,8.34,8.38,5.08,15032
15024,0.74,Ideal,E,SI2,61.7,57,5.78,5.82,3.58,2501
15025,0.7,Good,E,SI2,59.9,57,5.75,5.8,3.46,2026
15026,0.99,Very Good,F,SI2,61.2,56,6.4,6.45,3.93,4852
15027,0.37,Ideal,E,VS1,61.6,54,4.6,4.65,2.86,858
15028,0.3,Ideal,G,IF,61.7,53,4.33,4.36,2.68,850
15029,1.33,Very Good,G,SI2,62,59,7.1,7.04,4.38,6603
15030,0.3,Very Good,E,IF,60.1,60,4.3,4.32,2.59,1026
15031,0.54,Very Good,H,VS2,62.6,58,5.16,5.19,3.24,1338
15032,0.72,Ideal,E,VS2,62,57,5.71,5.74,3.55,2843
15033,0.32,Ideal,G,SI1,62.6,55,4.41,4.38,2.75,571
15034,1.62,Ideal,G,SI1,62.2,56,7.48,7.53,4.67,12295
15035,0.3,Ideal,E,VVS2,61.1,55,4.34,4.37,2.66,837
15036,1.03,Premium,J,SI2,62.2,59,6.42,6.4,3.99,3149
15037,1,Premium,E,SI2,60.4,60,6.49,6.46,3.91,4648
15038,1.2,Good,H,VS2,63.3,59,6.74,6.78,4.28,6710
15039,0.9,Fair,I,VVS1,63.5,57,5.98,6.09,3.83,4194
15040,0.33,Ideal,G,VVS2,61.7,56,4.42,4.46,2.74,752
15041,1.51,Very Good,E,VVS2,60.2,61,7.34,7.4,4.44,17689
15042,0.31,Premium,F,VS2,62,58,4.31,4.37,2.69,625
15043,0.6,Premium,G,VVS2,59.7,60,5.55,5.5,3.3,2105
15044,1.1,Premium,J,SI2,60,58,6.77,6.66,4.03,3216
15045,0.9,Very Good,F,SI1,59.8,54,6.25,6.32,3.76,4054
15046,0.35,Premium,G,VS1,62.9,58,4.49,4.48,2.82,906
15047,0.32,Premium,F,SI1,62.3,55,4.44,4.39,2.75,684
15048,0.6,Very Good,D,SI1,62,55,5.36,5.44,3.35,1777
15049,0.9,Very Good,F,VS2,63.4,57,6.19,6.08,3.89,4637
15050,0.53,Premium,G,VS1,60.1,58,5.32,5.27,3.18,1813
15051,0.31,Ideal,G,VS2,59.6,57,4.4,4.43,2.63,544
15052,1.75,Ideal,G,VS2,62.1,57,7.73,7.69,4.79,16803
15053,0.36,Ideal,D,SI2,62,56,4.6,4.56,2.84,689
15054,0.5,Fair,D,VVS1,65.9,64,4.92,5.03,3.28,1792
15055,1.01,Good,E,SI1,63.4,59,6.34,6.38,4.03,4912
15056,0.31,Ideal,D,SI1,63,54,4.35,4.32,2.73,732
15057,1.32,Very Good,H,SI1,63.5,57,6.88,6.92,4.38,5717
15058,0.9,Good,G,SI1,64.2,58,6.01,6.04,3.87,3307
15059,0.25,Very Good,E,VS2,63.3,60,4,4.03,2.54,404
15060,0.31,Premium,E,VS2,61,59,4.35,4.37,2.66,680
15061,0.71,Premium,E,SI2,59,60,5.9,5.87,3.47,2410
15062,0.62,Premium,D,SI2,62,59,5.48,5.45,3.39,1777
15063,0.34,Ideal,H,VVS2,61.8,54,4.49,4.47,2.77,880
15064,0.61,Very Good,D,VS2,61.5,57,5.45,5.48,3.36,2266
15065,0.72,Ideal,E,SI1,62.6,57,5.69,5.74,3.58,2731
15066,1.51,Premium,E,VS2,62.2,58,7.33,7.27,4.54,13757
15067,0.73,Ideal,I,VVS2,61.9,55,5.8,5.84,3.6,2513
15068,0.72,Very Good,J,VS2,62.2,58,5.68,5.73,3.55,2028
15069,0.3,Ideal,I,VS2,61.5,58,4.28,4.31,2.64,438
15070,0.3,Ideal,F,VVS1,62.1,54,4.32,4.35,2.69,814
15071,0.91,Ideal,F,SI1,62.3,56,6.16,6.19,3.85,4267
15072,0.4,Good,F,SI1,63.6,59,4.64,4.67,2.96,678
15073,1.22,Ideal,F,VS1,62.2,57,6.85,6.81,4.25,9633
15074,0.7,Very Good,F,VS1,,57,5.69,5.72,3.54,2975
15075,0.71,Ideal,E,SI1,61.9,56,5.71,5.73,3.54,2756
15076,0.76,Very Good,J,VS1,59.3,63,6.12,5.93,3.55,2036
15077,0.3,Premium,G,VVS1,62.7,59,4.27,4.22,2.66,1013
15078,0.52,Ideal,I,IF,60.9,57,5.17,5.21,3.16,2111
15079,0.73,Premium,I,VVS2,61.5,58,5.78,5.73,3.54,2351
15080,0.71,Ideal,D,SI2,61,56,5.77,5.8,3.53,2505
15081,3.51,Premium,J,VS2,62.5,59,9.66,9.63,6.03,18701
15082,1.5,Ideal,G,VS2,61.4,59,7.37,7.32,4.5,13428
15083,1.05,Ideal,I,SI1,62.6,56,6.45,6.53,4.06,4466
15084,1.23,Ideal,H,SI2,60.6,57,6.98,6.94,4.22,5951
15085,0.28,Ideal,H,VVS1,62,55,4.17,4.22,2.6,586
15086,0.34,Premium,D,VS2,60.4,60,4.56,4.51,2.74,1033
15087,0.41,Ideal,G,VS2,62.5,56,4.72,4.75,2.96,827
15088,1.06,Ideal,F,SI1,61.3,57,6.56,6.51,4.01,4862
15089,1,Fair,I,SI2,65.8,58,6.23,6.27,4.11,3348
15090,0.92,Premium,E,SI1,61.7,57,6.32,6.2,3.86,4637
15091,0.46,Ideal,D,VS2,62.4,56,4.98,4.95,3.1,1298
15092,0.42,Ideal,E,VVS1,62,56,4.78,4.84,2.98,1400
15093,0.27,Very Good,F,VVS1,62,55,4.16,4.16,2.59,591
15094,1,Very Good,E,SI2,,54,6.33,6.37,4,4630
15095,1.04,Premium,E,VS1,58.6,59,6.68,6.64,3.9,6765
15096,1.36,Premium,I,SI2,62.7,58,7.08,7.01,4.42,5963
15097,1.01,Premium,I,SI2,59.6,62,6.56,6.5,3.89,3767
15098,1.5,Premium,E,SI1,60,58,7.5,7.47,4.49,11795
15099,0.3,Ideal,G,VVS2,,57,4.32,4.28,2.71,878
15100,0.37,Ideal,D,SI1,61.5,57,4.6,4.63,2.84,681
15101,1.02,Ideal,D,SI2,61.7,58,6.41,6.49,3.98,5426
15102,1.54,Premium,G,SI1,63,59,7.31,7.26,4.59,8176
15103,0.78,Ideal,F,SI2,59.7,57,6.01,5.98,3.58,2431
15104,0.5,Very Good,G,SI1,61.1,57,5.14,5.2,3.16,1098
15105,1.5,Very Good,G,SI1,62.1,58,7.26,7.3,4.52,10019
15106,0.48,Very Good,E,SI1,62.7,58.5,4.99,5.01,3.14,1349
15107,0.7,Very Good,G,VS2,63.2,57,5.61,5.66,3.56,2353
15108,0.53,Ideal,F,VS1,61.8,56,5.2,5.22,3.22,1812
15109,0.58,Ideal,E,VS2,61.7,57,5.35,5.42,3.32,1683
15110,1.08,Very Good,G,SI2,63.2,57,6.54,6.5,4.12,4318
15111,0.71,Fair,E,SI2,,63,5.63,5.51,3.61,2002
15112,0.91,Premium,I,SI2,62,59,6.18,6.23,3.85,2913
15113,0.44,Ideal,E,VVS1,61.1,56,4.91,4.94,3.01,1924
15114,1.01,Good,F,SI1,63.5,59,6.3,6.39,4.03,4759
15115,1.02,Premium,H,VS2,62.5,60,6.43,6.38,4,5312
15116,0.4,Good,E,SI1,64.2,56,4.69,4.66,3,882
15117,0.25,Ideal,F,VS1,61.1,58,4.04,4.08,2.48,595
15118,1.51,Ideal,E,VS2,61.7,55,7.37,7.34,4.54,14482
15119,0.41,Very Good,J,VS1,62,55,4.74,4.77,2.95,647
15120,0.83,Premium,D,SI1,61.3,58,6.03,6,3.69,2990
15121,2.18,Premium,F,SI1,61.2,60,8.38,8.3,5.1,18717
15122,1.16,Ideal,G,IF,59.9,57,6.85,6.93,4.13,10368
15123,1.06,Ideal,I,VVS1,60.2,57,6.62,6.66,4,6945
15124,1.54,Ideal,G,VVS2,62.5,57,7.36,7.3,4.58,15197
15125,0.3,Good,D,SI1,63.4,56,4.26,4.29,2.71,552
15126,0.4,Ideal,E,VS1,,58,4.72,4.74,2.94,951
15127,1.02,Premium,F,SI1,58.4,59,6.65,6.57,3.86,4855
15128,0.27,Ideal,D,VVS1,62.2,56,4.15,4.12,2.57,799
15129,1.11,Ideal,H,VVS2,61.4,57,6.67,6.63,4.08,6962
15130,0.51,Very Good,G,SI1,62.7,59,5.07,5.13,3.2,1243
15131,0.9,Very Good,G,SI1,63.6,57,6.07,6.13,3.88,3718
15132,0.7,Good,I,VS1,63.1,57,5.59,5.67,3.55,2390
15133,1.23,Ideal,G,SI1,61.4,56,6.94,6.91,4.25,6509
15134,0.41,Ideal,E,VS1,61.9,55,4.76,4.8,2.96,1079
15135,0.35,Ideal,F,VS2,62.3,55,4.53,4.56,2.83,706
15136,1.05,Ideal,G,VS2,61.9,56,6.52,6.56,4.05,6486
15137,1.06,Ideal,G,SI2,62.3,55,6.54,6.49,4.06,3936
15138,1.04,Ideal,G,VS1,61.8,56,6.5,6.52,4.02,7467
15139,0.42,Ideal,G,VVS2,61.4,54,4.81,4.9,2.98,962
15140,1.13,Premium,H,VS2,62,57,6.68,6.62,4.12,5650
15141,0.34,Ideal,G,VS2,62.4,57,4.48,4.46,2.79,663
15142,0.7,Ideal,G,VS1,61.2,57,5.7,5.74,3.5,3140
15143,0.56,Premium,G,SI2,60,60,5.48,5.42,3.11,1208
15144,0.31,Ideal,G,VVS1,61.6,55,4.38,4.42,2.71,789
15145,0.34,Good,H,SI1,63.3,56,4.45,4.46,2.82,490
15146,0.57,Ideal,D,SI1,62.4,56,5.29,5.32,3.31,1754
15147,0.7,Very Good,F,SI1,59.7,56.9,5.73,5.86,3.46,2403
15148,0.32,Premium,D,SI1,60.4,58,4.47,4.44,2.69,756
15149,1.52,Ideal,F,VS2,62.8,55,7.37,7.28,4.6,14038
15150,1.5,Very Good,I,SI2,63.2,52,7.28,7.24,4.59,6115
15151,1.51,Ideal,J,VS2,,56,7.37,7.4,4.54,8203
15152,0.31,Ideal,E,VS1,61.7,53,4.36,4.39,2.7,800
15153,1.21,Very Good,D,VS2,62.6,59,6.72,6.79,4.23,8969
15154,0.82,Good,E,SI2,61.8,56,5.95,5.99,3.69,3050
15155,0.54,Ideal,I,SI1,62.4,55,5.19,5.23,3.25,1170
15156,1.6,Premium,D,SI2,61.9,58,7.54,7.49,4.65,10064
15157,1,Ideal,E,VS2,61.5,55,6.47,6.44,3.97,6989
15158,0.7,Good,J,SI1,64.3,56,5.62,5.57,3.6,1442
15159,2.01,Premium,H,SI1,60.6,62,8.08,8.05,4.89,16733
15160,1,Fair,H,VVS2,65.1,57,6.27,6.23,4.07,4312
15161,1.31,Good,G,SI2,63.8,56,7.03,6.89,4.44,4864
15162,0.7,Very Good,I,VS2,60.1,57,5.79,5.82,3.49,2316
15163,0.43,Very Good,G,VS2,62.9,56,4.77,4.8,3.01,863
15164,0.32,Ideal,H,VS2,62,55,4.38,4.4,2.72,505
15165,0.7,Ideal,G,VS1,61.4,59,5.64,5.73,3.49,2780
15166,0.31,Ideal,D,VS2,62.1,54,4.41,4.35,2.72,942
15167,0.74,Ideal,G,SI1,61.9,55,5.8,5.83,3.6,3130
15168,0.3,Ideal,F,VS2,62.1,55,4.26,4.31,2.66,605
15169,0.81,Ideal,G,SI2,,56,5.97,6.01,3.69,2789
15170,1.52,Ideal,I,VS1,60.7,60,7.4,7.42,4.5,10392
15171,0.35,Very Good,F,SI1,61.7,58,4.51,4.54,2.79,583
15172,1.07,Very Good,D,VS1,59.9,55,6.69,6.71,4.01,9681
15173,1.51,Very Good,I,VS2,60.4,58,7.36,7.42,4.46,9178
15174,0.32,Premium,H,VS2,60.5,59,4.43,4.39,2.67,648
15175,1.01,Premium,H,VS2,61.6,59,6.39,6.41,3.94,5166
15176,1.14,Ideal,G,VS1,62.3,56,6.73,6.7,4.18,7948
15177,1.14,Premium,G,SI2,60.4,59,6.8,6.78,4.1,4884
15178,1.02,Good,E,I1,63.1,60,6.31,6.4,4.01,3051
15179,1.11,Good,J,IF,58.3,62,6.77,6.84,3.97,5361
15180,0.5,Premium,F,VS1,61.3,59,5.09,5.15,3.14,1710
15181,0.23,Very Good,E,VVS1,61.1,60,3.95,4.01,2.43,530
15182,0.73,Ideal,G,VVS2,61.3,57,5.84,5.81,3.57,2869
15183,0.38,Premium,H,VVS1,61.2,60,4.68,4.7,2.87,967
15184,1.5,Very Good,I,SI1,60.4,61,7.35,7.39,4.45,8590
15185,0.3,Ideal,E,VS2,62.1,53.6,4.3,4.35,2.69,652
15186,1.01,Premium,F,VS2,62.1,60,6.36,6.43,3.97,5988
15187,0.71,Premium,I,VS1,62.5,61,5.68,5.64,3.54,2202
15188,0.34,Very Good,E,SI1,63.4,55,4.46,4.44,2.82,714
15189,1.22,Ideal,H,SI1,62.2,56,6.84,6.89,4.27,6541
15190,1.22,Ideal,E,SI2,62.7,57,6.84,6.81,4.28,6343
15191,0.33,Ideal,F,VVS1,61.7,57,4.44,4.47,2.75,955
15192,1.01,Premium,H,SI1,62.3,58,6.44,6.4,4,5090
15193,0.8,Ideal,D,VVS2,61.9,56,5.91,5.95,3.67,6004
15194,1.7,Very Good,H,VS2,62.8,58,7.52,7.57,4.74,12874
15195,0.74,Ideal,G,VS2,62.9,54,5.81,5.78,3.64,2723
15196,0.31,Ideal,G,IF,61.9,54,4.35,4.38,2.7,891
15197,0.56,Very Good,H,SI2,62,63,5.26,5.21,3.27,956
15198,0.52,Ideal,E,VS2,61.3,54,5.21,5.2,3.19,1646
15199,0.55,Premium,E,SI1,,59,5.25,5.28,3.22,1551
15200,0.32,Ideal,E,VS2,62.1,56,4.38,4.41,2.73,702
15201,0.35,Ideal,D,VS2,60.6,56,4.54,4.57,2.76,829
15202,0.41,Very Good,G,VS2,60.5,56,4.81,4.85,2.92,834
15203,0.51,Premium,E,VVS2,62.1,57,5.18,5.15,3.21,2185
15204,0.23,Ideal,G,VS1,61.9,54,3.93,3.95,2.44,404
15205,1.16,Ideal,D,VVS2,62,55,6.68,6.72,4.19,12989
15206,0.7,Ideal,J,SI2,60.9,57,5.72,5.76,3.49,1832
15207,0.32,Ideal,H,VS2,,55,4.42,4.38,2.75,648
15208,1.04,Ideal,F,VVS2,62.2,56,6.46,6.53,4.04,9115
15209,1.03,Good,D,SI2,59.3,58,6.57,6.61,3.91,4671
15210,1,Very Good,E,SI1,59.4,63,6.47,6.42,3.83,5322
15211,1.56,Premium,D,SI1,62.6,58,7.36,7.44,4.63,12226
15212,0.6,Ideal,E,SI1,61.5,56,5.51,5.39,3.35,1830
15213,0.41,Good,E,VS1,63.5,54,4.71,4.74,3,935
15214,0.53,Ideal,H,VS2,62.6,57,5.17,5.15,3.23,1412
15215,1.26,Fair,H,SI2,64.9,60,6.7,6.62,4.32,3881
15216,0.32,Very Good,H,SI1,62.6,55,4.37,4.38,2.74,461
15217,0.3,Ideal,E,VS2,61.4,56,4.33,4.36,2.67,621
15218,0.7,Ideal,F,SI1,61.6,56,5.73,5.67,3.51,2319
15219,0.38,Good,E,SI1,62.8,61,4.6,4.67,2.91,641
15220,0.5,Very Good,E,SI2,63.2,61,5.05,5.02,3.18,1097
15221,0.32,Ideal,F,VVS1,61.7,56,4.37,4.42,2.71,809
15222,1.01,Good,H,SI1,60.6,61,6.35,6.39,3.86,4242
15223,0.39,Very Good,G,VS2,62.4,56,4.64,4.68,2.91,787
15224,0.32,Ideal,H,SI2,61.9,54,4.42,4.46,2.75,420
15225,0.9,Premium,H,VS2,61.3,59,6.24,6.19,3.81,4082
15226,0.43,Very Good,E,SI1,63.1,56,4.83,4.8,3.04,948
15227,0.52,Premium,F,VS2,62.2,58,5.17,5.12,3.2,1720
15228,0.32,Ideal,H,IF,61.4,55,4.42,4.47,2.73,814
15229,0.3,Premium,E,VVS1,61.3,59,4.33,4.28,2.64,956
15230,1.51,Fair,H,VS1,58,67,7.63,7.57,4.41,11263
15231,0.4,Very Good,J,VVS1,61.2,55,4.75,4.8,2.92,772
15232,1.21,Good,G,SI1,63.8,58,6.75,6.64,4.27,5597
15233,0.54,Ideal,F,SI2,61,56,5.24,5.29,3.21,1173
15234,1.01,Premium,F,SI2,62.5,61,6.37,6.33,3.97,4017
15235,0.9,Good,H,VS2,63.6,61,6.03,5.97,3.8,3701
15236,0.4,Premium,F,VVS2,60.8,59,4.76,4.72,2.88,1163
15237,0.32,Premium,H,VS2,62.7,54,4.41,4.39,2.76,648
15238,0.51,Good,G,SI1,63.7,55,5.1,5.07,3.24,1259
15239,0.33,Very Good,I,SI1,63.2,58,4.38,4.36,2.76,572
15240,0.9,Premium,E,SI1,62.3,56,6.21,6.14,3.85,4502
15241,0.41,Ideal,I,VVS1,61.3,56,4.85,4.8,2.96,1107
15242,0.74,Very Good,J,IF,60.3,58,5.82,5.86,3.52,2277
15243,0.38,Premium,I,VS1,59.9,60,4.72,4.66,2.81,898
15244,0.46,Ideal,F,SI1,62.5,56,4.92,4.94,3.08,953
15245,1.04,Ideal,J,VS2,61.3,54,6.53,6.55,4.01,4550
15246,1.62,Premium,G,VS2,62.3,58,7.49,7.54,4.68,13578
15247,1.18,Ideal,G,VS1,61.9,56,6.81,6.76,4.2,8556
15248,0.35,Ideal,E,VVS1,61.9,56,4.53,4.55,2.81,905
15249,0.33,Premium,E,SI1,60.9,58,4.5,4.46,2.73,743
15250,1.01,Very Good,J,SI2,,59,6.34,6.38,3.94,3592
15251,0.43,Very Good,G,VS2,59.1,60,4.88,4.93,2.9,867
15252,1.5,Good,D,SI2,62.4,61,7.23,7.36,4.55,8517
15253,0.7,Good,F,SI1,57.2,63,5.84,5.87,3.35,2401
15254,0.71,Premium,F,VS2,,56,5.88,5.82,3.47,2840
15255,1.14,Ideal,J,VS2,61.4,55,6.74,6.77,4.15,4906
15256,0.5,Ideal,I,VS1,61,57,5.11,5.13,3.12,1266
15257,0.7,Very Good,E,SI1,63.1,56,5.62,5.69,3.57,2421
15258,1.51,Very Good,F,SI1,62.1,55,7.29,7.37,4.55,11302
15259,0.33,Premium,H,VS1,60,61,4.52,4.48,2.7,743
15260,1.26,Ideal,D,VS2,62.5,57,6.9,6.85,4.3,8256
15261,0.51,Very Good,D,SI1,59.4,59,5.18,5.22,3.09,1420
15262,0.4,Premium,F,SI1,62.3,57,4.74,4.67,2.93,945
15263,0.43,Very Good,D,VS2,59.1,58,4.92,4.96,2.92,931
15264,1.12,Premium,H,SI1,62.2,60,6.65,6.59,4.12,5363
15265,1.02,Very Good,E,VS2,59.1,60,6.61,6.51,3.88,6762
15266,0.5,Premium,F,SI1,59.6,60,5.15,5.12,3.06,1378
15267,1.11,Ideal,E,SI2,60.6,56,6.76,6.78,4.1,5962
15268,0.7,Ideal,E,VS2,61.7,55,5.7,5.74,3.53,3612
15269,0.7,Ideal,I,VS2,61.9,53.2,5.68,5.71,3.56,2240
15270,1.01,Very Good,H,VVS1,60.6,56,6.5,6.53,3.95,6733
15271,0.3,Ideal,G,IF,61.4,57,4.3,4.33,2.65,863
15272,1,Very Good,E,SI2,63.9,57,6.24,6.27,4,4321
15273,1.04,Premium,E,SI2,59.2,58,6.64,6.7,3.95,4484
15274,0.47,Good,H,VS1,65.1,59,4.81,4.87,3.15,1031
15275,0.9,Very Good,D,SI1,61.8,61,6.16,6.2,3.82,4068
